account_id,customer_name,email,phone,account_type,open_date,home_city,home_lat,home_lon,credit_limit,avg_monthly_txns,risk_tier,last_active,is_dormant,dormant_days,kyc_verified,country
ACC-00245,Jennifer Wilkinson,bergleonard@example.com,472-229-0020x457,Checking,2022-02-05,"Boston, US",42.36,-71.06,15000,34,High-Risk,2024-12-05T19:09:13.749093,False,0,True,US
ACC-00246,Danielle Frost,wrightryan@example.org,+1-518-520-9357x652,Checking,2026-01-23,"Denver, US",39.74,-104.98,15000,60,Standard,2024-12-14T14:00:06.111051,False,0,True,US
ACC-00247,Jason Shields,seanperez@example.com,203.357.3180x20346,Business,2021-11-07,"Chicago, US",41.88,-87.63,50000,6,Standard,2024-12-29T08:44:14.169757,True,16,True,US
ACC-00248,Benjamin Miller,laura55@example.org,769.406.2738x751,Checking,2024-11-10,"Chicago, US",41.88,-87.63,50000,61,High-Risk,2024-10-18T09:55:47.503963,False,0,True,US
ACC-00249,Andrew Robinson,bradleyarnold@example.net,+1-339-471-4863x1027,Checking,2022-06-04,"Chicago, US",41.88,-87.63,10000,61,Standard,2024-12-15T08:14:00.060908,False,0,True,US
ACC-00250,Billy Browning,christopher33@example.net,001-980-797-9794x94872,Savings,2026-01-31,"Denver, US",39.74,-104.98,5000,43,Standard,2024-11-01T09:54:20.144609,True,74,True,US
ACC-00251,Rebecca Franklin,kochcarlos@example.net,629-238-2896,Business,2022-10-29,"New York, US",40.71,-74.01,15000,42,Standard,2024-12-23T16:16:21.670286,False,0,True,US
ACC-00252,Taylor Williams,karenfrancis@example.com,(527)559-7255,Checking,2024-10-02,"Chicago, US",41.88,-87.63,50000,45,Standard,2024-11-02T17:18:00.038708,True,73,True,US
ACC-00253,Leslie Dennis,iwolfe@example.com,747-223-9408x740,Savings,2025-04-08,"New York, US",40.71,-74.01,50000,34,High-Risk,2024-11-11T00:35:16.623390,False,0,True,US
ACC-00254,Joshua Hoffman,paulpalmer@example.net,+1-828-653-2081x719,Savings,2024-09-27,"New York, US",40.71,-74.01,25000,58,High-Risk,2024-11-20T02:23:28.188787,False,0,True,US
ACC-00255,Kevin Stone,nvang@example.org,599.695.3551x012,Savings,2025-11-24,"Los Angeles, US",34.05,-118.24,5000,32,Standard,2025-01-09T20:39:23.412854,False,0,True,US
ACC-00256,John Williams,patrickcaldwell@example.com,001-502-839-1162x8692,Checking,2025-11-15,"Houston, US",29.76,-95.37,25000,5,High-Risk,2024-11-04T18:52:39.589705,False,0,False,US
ACC-00257,Barry Rivera,gthomas@example.org,863-784-7385,Checking,2025-01-28,"Los Angeles, US",34.05,-118.24,15000,12,Standard,2024-12-28T20:54:21.025581,True,17,True,US
ACC-00258,Brenda Marshall,nicole65@example.org,+1-580-337-8807x680,Business,2023-08-16,"Miami, US",25.77,-80.19,5000,69,Premium,2024-11-26T08:57:52.138597,True,49,False,US
ACC-00259,Albert Walker,amandaprice@example.org,+1-835-465-1997x0368,Business,2021-06-19,"Seattle, US",47.61,-122.33,10000,48,Premium,2025-01-02T16:56:47.395767,True,12,True,US
ACC-00260,Derrick Martinez,xphillips@example.net,(220)919-8085x8470,Business,2022-05-06,"Denver, US",39.74,-104.98,10000,34,High-Risk,2024-11-14T09:01:49.064821,True,61,True,US
ACC-00261,Jamie Johnson,ashley99@example.net,001-360-939-1782x3275,Checking,2023-12-01,"Chicago, US",41.88,-87.63,10000,22,Premium,2025-01-02T11:43:05.858428,False,0,True,US
ACC-00262,Stephanie Lutz,brianrice@example.com,934.522.0445,Business,2023-04-30,"Los Angeles, US",34.05,-118.24,15000,26,High-Risk,2024-11-26T15:57:46.692870,False,0,True,US
ACC-00263,Anne Porter,craigjeremy@example.org,700-426-8058x66531,Business,2024-07-01,"Boston, US",42.36,-71.06,5000,35,Standard,2024-12-06T23:27:07.887184,False,0,True,US
ACC-00264,Andrew Bell,murphysharon@example.com,(813)304-1819,Business,2022-12-03,"Miami, US",25.77,-80.19,5000,35,Standard,2024-10-29T17:04:37.307331,False,0,True,US
ACC-00265,Courtney Newton,gloria58@example.com,(413)297-2589x47190,Checking,2021-10-01,"Denver, US",39.74,-104.98,5000,8,Standard,2024-10-25T20:16:59.636806,False,0,True,US
ACC-00266,Kelly Beasley,lwarner@example.org,695.647.1090x5643,Checking,2025-01-14,"Austin, US",30.27,-97.74,15000,28,Standard,2024-11-06T14:06:00.698958,False,0,True,US
ACC-00267,Andrea Hogan,barbara32@example.org,001-662-730-9005x067,Business,2022-05-18,"Dallas, US",32.78,-96.8,15000,30,Standard,2025-01-06T02:47:29.351152,True,8,True,US
ACC-00268,Patrick Carpenter,pamelarodriguez@example.org,3115990623,Business,2023-02-28,"Austin, US",30.27,-97.74,15000,72,Standard,2024-11-06T03:03:25.758066,False,0,True,US
ACC-00269,David Harris,patrick45@example.com,+1-698-937-8253x986,Checking,2024-01-09,"New York, US",40.71,-74.01,15000,34,Standard,2025-01-04T19:04:17.098719,False,0,True,US
ACC-00270,Dale Thompson,evanskenneth@example.com,+1-293-971-6261x79730,Savings,2024-05-01,"Miami, US",25.77,-80.19,25000,36,High-Risk,2024-11-13T01:08:03.972757,True,62,True,US
ACC-00271,Amanda Brown,lboyd@example.com,445.596.1117,Checking,2024-03-09,"Chicago, US",41.88,-87.63,10000,33,Standard,2024-12-17T14:45:13.691348,True,28,True,US
ACC-00272,Julian Callahan,jennifercooper@example.com,(705)654-1138,Savings,2023-06-11,"Chicago, US",41.88,-87.63,5000,60,Standard,2024-12-15T03:37:16.427111,False,0,True,US
ACC-00273,Chelsea Roberts,nicole19@example.com,+1-715-390-7815x2267,Business,2023-05-30,"Austin, US",30.27,-97.74,25000,76,Standard,2025-01-04T01:32:30.465514,False,0,True,US
ACC-00274,Jerry Blake,elopez@example.com,819-327-4278,Savings,2021-06-27,"Austin, US",30.27,-97.74,50000,36,Standard,2024-11-29T06:08:36.938843,False,0,False,US
ACC-00275,William Riley,colemanmargaret@example.net,661-282-7167x32070,Business,2026-05-29,"Los Angeles, US",34.05,-118.24,5000,39,Standard,2025-01-08T00:13:02.244046,False,0,True,US
ACC-00276,James Jones,heatherperez@example.com,+1-984-991-8400x52590,Business,2024-05-08,"Los Angeles, US",34.05,-118.24,25000,71,Standard,2024-10-21T09:02:58.123673,False,0,True,US
ACC-00277,Brian Long,juliewiley@example.com,(335)750-2439x6009,Savings,2024-08-04,"Dallas, US",32.78,-96.8,5000,7,Standard,2024-12-05T04:26:03.307066,True,40,True,US
ACC-00278,Brittany Turner,kathyjones@example.org,001-464-838-3478x028,Savings,2022-12-06,"Seattle, US",47.61,-122.33,50000,35,High-Risk,2024-12-09T05:53:55.426578,False,0,True,US
ACC-00279,Michael Jackson,mfoster@example.org,(746)886-8913,Savings,2025-08-10,"Chicago, US",41.88,-87.63,10000,13,High-Risk,2024-11-15T04:46:19.240012,False,0,False,US
ACC-00280,Ryan Allen,ejacobs@example.net,(508)684-3012x08505,Savings,2023-06-16,"Seattle, US",47.61,-122.33,50000,15,Standard,2024-10-26T19:29:11.662373,False,0,True,US
ACC-00281,Matthew White,valentinejennifer@example.org,653.365.8632x2047,Savings,2024-05-03,"Chicago, US",41.88,-87.63,10000,59,High-Risk,2024-11-27T02:04:27.715013,False,0,True,US
ACC-00282,Pamela Pierce,raymondfigueroa@example.org,738.772.1387x163,Savings,2023-09-09,"New York, US",40.71,-74.01,10000,31,Standard,2024-12-15T22:19:47.311544,True,30,True,US
ACC-00283,Frank Mcgee,upeterson@example.net,(737)766-1481x21192,Savings,2024-06-22,"Miami, US",25.77,-80.19,10000,22,Standard,2024-10-24T20:02:17.741901,False,0,False,US
ACC-00284,Timothy Brown,moorejohn@example.org,5476962679,Checking,2024-11-28,"Miami, US",25.77,-80.19,25000,54,Standard,2024-12-24T05:13:46.013498,True,21,True,US
ACC-00285,Benjamin Pacheco,katiesolis@example.net,001-295-806-6045,Business,2023-09-18,"Boston, US",42.36,-71.06,10000,40,Standard,2024-12-15T12:07:00.344264,False,0,True,US
ACC-00286,Cody Collins,christine66@example.org,767.715.6728,Savings,2023-10-06,"Denver, US",39.74,-104.98,25000,55,Standard,2024-11-09T20:22:15.744724,False,0,True,US
ACC-00287,Thomas Francis,mary36@example.org,915-641-0424x9471,Business,2022-06-24,"Denver, US",39.74,-104.98,15000,62,Standard,2024-12-20T22:06:06.265671,False,0,True,US
ACC-00288,Melissa Herring,bondtracy@example.org,307.208.2948,Checking,2021-11-24,"Houston, US",29.76,-95.37,10000,47,High-Risk,2024-12-04T19:52:01.277339,False,0,True,US
ACC-00289,Wendy Wu,kennethjackson@example.net,001-414-379-0380,Savings,2023-03-21,"Boston, US",42.36,-71.06,50000,71,Standard,2024-11-14T06:58:56.616409,False,0,True,US
ACC-00290,Anna Johnson,petersonpaul@example.com,741-507-1733,Business,2022-03-07,"Miami, US",25.77,-80.19,5000,48,Premium,2024-12-17T22:08:12.929092,False,0,True,US
ACC-00291,Darius Thompson,ncoffey@example.com,701.395.8335x66310,Checking,2023-02-01,"Chicago, US",41.88,-87.63,25000,63,Standard,2025-01-05T00:07:07.443884,True,9,True,US
ACC-00292,Jade Herrera,diana90@example.org,303.595.3898,Checking,2023-05-26,"Los Angeles, US",34.05,-118.24,10000,43,Standard,2025-01-02T14:55:45.533504,False,0,True,US
ACC-00293,Robert Mitchell,robert78@example.com,+1-449-933-4960x74670,Checking,2022-07-27,"Dallas, US",32.78,-96.8,50000,29,Standard,2024-12-29T21:54:16.706113,False,0,True,US
ACC-00294,Katrina Scott,qkhan@example.net,(323)428-6879x827,Checking,2024-03-14,"Austin, US",30.27,-97.74,15000,56,Standard,2024-12-05T20:26:07.690425,True,40,True,US
ACC-00295,Jennifer Woodward,vwong@example.net,001-478-797-1924x198,Savings,2026-01-13,"Seattle, US",47.61,-122.33,25000,74,High-Risk,2024-11-12T17:14:50.157145,False,0,True,US
ACC-00296,Todd Haney,robertbaird@example.com,879-782-9116x65420,Business,2022-07-17,"Austin, US",30.27,-97.74,15000,75,Standard,2025-01-09T01:06:05.866593,True,5,True,US
ACC-00297,Edward Rose,gregory17@example.org,+1-321-466-1217,Business,2023-10-01,"Boston, US",42.36,-71.06,25000,25,High-Risk,2024-11-10T09:37:31.940830,False,0,True,US
ACC-00298,Shannon Mccarthy,bgraham@example.org,527-789-1389,Business,2022-11-27,"Houston, US",29.76,-95.37,15000,7,Standard,2024-12-24T14:57:06.578913,False,0,True,US
ACC-00299,Michelle Jackson,pamelawise@example.com,950.843.1612x613,Savings,2024-11-08,"Austin, US",30.27,-97.74,5000,13,High-Risk,2025-01-10T19:14:30.484948,False,0,True,US
ACC-00300,Sydney Johnson,thomasconner@example.org,289-932-4495,Savings,2024-03-15,"Boston, US",42.36,-71.06,10000,75,Standard,2024-12-05T04:16:02.672370,False,0,True,US
ACC-00301,Marissa Delgado,ashleygrimes@example.com,001-661-678-1237,Savings,2024-03-06,"Chicago, US",41.88,-87.63,5000,48,Premium,2024-11-15T12:42:57.839925,False,0,True,US
ACC-00302,Amber Holt,castrobrandon@example.org,3173369711,Business,2021-09-24,"Houston, US",29.76,-95.37,5000,65,Premium,2024-11-07T18:05:22.278196,True,68,True,US
ACC-00303,Diana Eaton,mary56@example.net,396-974-0008x469,Savings,2024-07-18,"Boston, US",42.36,-71.06,50000,53,Standard,2024-12-09T17:57:31.861789,False,0,True,US
ACC-00304,Christina Smith,krausejeffrey@example.com,+1-419-295-5571,Savings,2022-02-20,"Los Angeles, US",34.05,-118.24,10000,13,Standard,2024-12-31T15:10:37.543291,False,0,True,US
ACC-00305,Robert Aguilar,jacqueline84@example.com,393.670.6421x22060,Savings,2023-05-28,"New York, US",40.71,-74.01,50000,35,High-Risk,2024-10-25T02:55:27.968494,False,0,True,US
ACC-00306,David Ramsey,terryjackie@example.com,+1-453-453-1855x426,Savings,2024-12-23,"Dallas, US",32.78,-96.8,25000,21,Standard,2024-12-19T03:33:32.899791,False,0,True,US
ACC-00307,Taylor Williams,nancybrock@example.org,443-240-3174x16201,Business,2023-08-11,"Houston, US",29.76,-95.37,5000,75,High-Risk,2024-12-06T01:12:55.974279,False,0,True,US
ACC-00308,Jacob Mcfarland,riggsdiane@example.net,+1-862-543-0105x92177,Business,2022-12-29,"Houston, US",29.76,-95.37,50000,21,Standard,2024-10-17T12:35:39.973105,False,0,True,US
ACC-00309,Riley Mckee,bryanhebert@example.net,+1-400-742-9593x14869,Savings,2024-03-17,"Miami, US",25.77,-80.19,5000,67,Standard,2024-12-16T10:24:34.645034,True,29,True,US
ACC-00310,William Young,abuchanan@example.org,692-447-9149,Savings,2021-07-07,"Chicago, US",41.88,-87.63,10000,69,Standard,2024-11-05T02:47:21.510918,False,0,True,US
ACC-00311,Patricia Carrillo,kathryngonzalez@example.org,909-442-0468x5261,Business,2023-11-05,"Chicago, US",41.88,-87.63,10000,50,High-Risk,2024-12-13T03:55:09.122207,False,0,False,US
ACC-00312,Jessica Price,bobbycalderon@example.org,535.289.2367,Checking,2026-03-18,"Chicago, US",41.88,-87.63,5000,62,Standard,2024-11-02T22:28:06.928517,True,73,True,US
ACC-00313,Richard Wilson,jacksonsarah@example.net,(708)218-5181x84619,Business,2023-02-21,"Seattle, US",47.61,-122.33,5000,32,Standard,2024-12-11T05:17:39.927978,False,0,True,US
ACC-00314,Jo Kirk,justin60@example.net,832.499.5100x86008,Savings,2026-02-15,"Houston, US",29.76,-95.37,10000,21,High-Risk,2024-12-25T20:37:49.463099,False,0,True,US
ACC-00315,Xavier Pearson,bsalas@example.com,533-615-5210x8843,Business,2024-03-07,"Denver, US",39.74,-104.98,5000,43,Standard,2024-12-14T05:16:55.093422,True,31,True,US
ACC-00316,Rebecca Finley,sharon97@example.com,880-673-7610x80073,Savings,2021-08-15,"Los Angeles, US",34.05,-118.24,25000,22,Standard,2024-11-01T08:48:58.988851,False,0,True,US
ACC-00317,David Johns,nataliegomez@example.com,(968)844-5378x5407,Checking,2023-04-19,"Houston, US",29.76,-95.37,15000,78,Standard,2024-12-07T16:57:26.357355,False,0,True,US
ACC-00318,Todd Ingram,wramirez@example.org,001-769-365-5644x9743,Business,2021-07-05,"Los Angeles, US",34.05,-118.24,15000,27,High-Risk,2024-11-15T23:29:31.374026,False,0,True,US
ACC-00319,Anthony Sanders,dhamilton@example.com,(328)577-3209x622,Savings,2024-08-19,"Chicago, US",41.88,-87.63,15000,43,Premium,2025-01-02T19:11:54.666036,False,0,True,US
ACC-00320,Elizabeth Parker,ajohnston@example.org,+1-359-393-7639x35651,Checking,2024-07-23,"Houston, US",29.76,-95.37,15000,34,Standard,2024-12-04T09:05:07.115419,False,0,True,US
ACC-00321,Teresa George,rswanson@example.org,001-415-881-2426x697,Checking,2024-06-22,"New York, US",40.71,-74.01,15000,37,Standard,2024-11-24T12:28:14.993011,False,0,True,US
ACC-00322,Travis Harper,syoung@example.net,+1-507-777-0350x68279,Savings,2025-04-24,"Miami, US",25.77,-80.19,15000,26,Standard,2024-12-22T16:47:58.064224,False,0,True,US
ACC-00323,Katrina Harris,mooredaniel@example.org,496-492-5119x82845,Business,2024-01-05,"Seattle, US",47.61,-122.33,25000,45,Standard,2024-11-30T13:38:42.289345,False,0,True,US
ACC-00324,Katherine Reyes,albert82@example.com,001-740-240-8714x427,Checking,2024-02-01,"Houston, US",29.76,-95.37,50000,56,High-Risk,2024-12-16T16:41:59.752624,False,0,True,US
ACC-00325,Patricia Barton,sheppardmaria@example.com,001-753-414-5142x1988,Savings,2025-09-04,"Houston, US",29.76,-95.37,10000,69,Standard,2024-10-18T13:46:17.925630,False,0,True,US
ACC-00326,Karen Green,brookematthews@example.org,001-366-794-5683,Savings,2023-03-09,"Miami, US",25.77,-80.19,50000,45,Standard,2024-12-17T21:15:28.164917,False,0,False,US
ACC-00327,Nathan Moore,edwardsanthony@example.org,001-768-870-5856x785,Business,2025-11-04,"Chicago, US",41.88,-87.63,10000,54,Standard,2024-10-24T21:09:29.730859,True,82,False,US
ACC-00328,Brandon Williams,thayes@example.net,001-995-701-3330x985,Checking,2023-08-17,"Miami, US",25.77,-80.19,15000,15,Standard,2024-12-14T04:26:52.543782,False,0,True,US
ACC-00329,Jennifer Green,owall@example.net,+1-663-987-1276x5043,Savings,2022-07-27,"New York, US",40.71,-74.01,25000,32,Standard,2024-11-05T07:17:28.796511,True,70,True,US
ACC-00330,Alvin Jenkins,martinezcynthia@example.com,(486)775-4706x0770,Checking,2024-04-07,"Boston, US",42.36,-71.06,50000,59,High-Risk,2024-12-19T10:11:26.570941,True,26,True,US
ACC-00331,Steven Brown,nfoster@example.net,320-643-1127x549,Business,2024-09-02,"Miami, US",25.77,-80.19,10000,23,Premium,2024-12-26T12:06:32.775392,False,0,True,US
ACC-00332,Lori Wilson,christensenandrew@example.net,268-633-1417x8711,Savings,2025-07-13,"Houston, US",29.76,-95.37,25000,28,Premium,2024-11-24T01:20:46.165739,False,0,True,US
ACC-00333,Bobby Schneider,murphyrobert@example.com,4776654941,Savings,2024-01-29,"Seattle, US",47.61,-122.33,50000,62,High-Risk,2024-11-05T07:00:41.639181,False,0,True,US
ACC-00334,Mr. Jeremy Lawson Jr.,shanejackson@example.net,001-958-712-8314x669,Business,2024-07-09,"Chicago, US",41.88,-87.63,25000,29,Standard,2024-11-11T05:27:23.748750,False,0,True,US
ACC-00335,Christopher Daniel DVM,travislozano@example.org,+1-522-870-9437x481,Savings,2026-01-10,"New York, US",40.71,-74.01,5000,30,Standard,2024-12-02T06:06:42.108552,False,0,True,US
ACC-00336,Samantha Perkins,maxthomas@example.net,920.652.5442,Business,2025-09-29,"Chicago, US",41.88,-87.63,25000,74,Standard,2024-12-28T13:53:53.068302,False,0,True,US
ACC-00337,Christy Kim,christopher03@example.org,001-360-558-5854x4715,Checking,2021-11-22,"Denver, US",39.74,-104.98,10000,37,Standard,2025-01-02T01:44:32.264428,False,0,True,US
ACC-00338,Kenneth Macdonald,qhall@example.com,655.995.7359x64441,Checking,2022-07-10,"New York, US",40.71,-74.01,5000,29,Standard,2024-11-01T11:55:18.483321,False,0,False,US
ACC-00339,Kristine Robinson,kenneth70@example.net,837.408.6508,Checking,2023-04-04,"Los Angeles, US",34.05,-118.24,10000,64,Standard,2024-10-20T02:15:39.690293,False,0,True,US
ACC-00340,Brenda Frazier,jessicawarren@example.org,911.905.7887x6473,Savings,2022-01-01,"Austin, US",30.27,-97.74,10000,42,Standard,2025-01-12T15:30:53.651645,False,0,True,US
ACC-00341,Jasmine Green,lmontgomery@example.com,4648030453,Checking,2022-07-22,"Chicago, US",41.88,-87.63,10000,56,Standard,2024-12-19T00:50:14.824720,False,0,True,US
ACC-00342,April Turner,roachkayla@example.org,844.624.2520x29885,Business,2025-06-17,"Austin, US",30.27,-97.74,25000,47,Standard,2024-12-05T05:00:47.856184,False,0,True,US
ACC-00343,Lauren Myers,williamsjessica@example.net,001-699-438-2374x08555,Checking,2025-03-21,"Seattle, US",47.61,-122.33,25000,8,Standard,2024-10-21T15:14:11.516470,False,0,True,US
ACC-00344,Emma Sanchez,briancampbell@example.com,6855837754,Checking,2025-10-27,"Chicago, US",41.88,-87.63,25000,52,Standard,2024-12-19T17:17:07.869435,False,0,True,US
